,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,Fuente,brightness,bright_t31,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw,level_0,index,NOM_REGION,NOM_PROVINCIA
510,-38.28792,-73.21883000000003,,1.03,1.02,2021-12-29,349,T,26,6.1NRT,,6.57,N,MODIS,300.39,284.49,"-38.28792,-73.21883000000003","Siete Mañas - La Campana - Relun, sector: Límite Regional - Relun, Lumaco, Provincia de Malleco, Región de la Araucanía, Chile","Siete Mañas - La Campana - Relun, sector: Límite Regional - Relun",Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
511,-38.03919000000001,-72.35909000000002,,1.09,1.04,2021-12-29,349,T,100,6.1NRT,,38.93,N,MODIS,332.74,288.74,"-38.03919000000001,-72.35909000000002","Ercilla - Cumaco, Estefanía, Ercilla, Provincia de Malleco, Región de la Araucanía, Chile",Ercilla - Cumaco,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Ercilla,,Estefanía,,,,,,,,,,,,,,,Ercilla,9.0,92.0,9204.0,ERCILLA,"{'place_id': 216703539, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 546185877, 'lat': '-38.07910962518785', 'lon': '-72.35470665949312', 'display_name': 'Ercilla, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'town': 'Ercilla', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0856696', '-38.0692645', '-72.3635597', '-72.3429849']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
512,-38.04123,-72.37159,,1.09,1.04,2021-12-29,349,T,15,6.1NRT,,5.65,N,MODIS,300.18,286.83,"-38.04123,-72.37159","Estefanía, Ercilla, Provincia de Malleco, Región de la Araucanía, Chile",,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Ercilla,,Estefanía,,,,,,,,,,,,,,,Ercilla,9.0,92.0,9204.0,ERCILLA,"{'place_id': 216703539, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 546185877, 'lat': '-38.07910962518785', 'lon': '-72.35470665949312', 'display_name': 'Ercilla, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'town': 'Ercilla', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0856696', '-38.0692645', '-72.3635597', '-72.3429849']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
513,-38.0298,-72.3614,,1.09,1.04,2021-12-29,349,T,94,6.1NRT,,18.59,N,MODIS,317.06,290.28,"-38.0298,-72.3614","Ercilla - Cumaco, Estefanía, Ercilla, Provincia de Malleco, Región de la Araucanía, Chile",Ercilla - Cumaco,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Ercilla,,Estefanía,,,,,,,,,,,,,,,Ercilla,9.0,92.0,9204.0,ERCILLA,"{'place_id': 216703539, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 546185877, 'lat': '-38.07910962518785', 'lon': '-72.35470665949312', 'display_name': 'Ercilla, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'town': 'Ercilla', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0856696', '-38.0692645', '-72.3635597', '-72.3429849']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
514,-38.03187,-72.37402,,1.09,1.04,2021-12-29,349,T,100,6.1NRT,,34.59,N,MODIS,330.0,291.98,"-38.03187,-72.37402","Chocombre Grande, Ercilla, Provincia de Malleco, Región de la Araucanía, Chile",,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Ercilla,,Chocombre Grande,,,,,,,,,,,,,,,Ercilla,9.0,92.0,9204.0,ERCILLA,"{'place_id': 216703539, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 546185877, 'lat': '-38.07910962518785', 'lon': '-72.35470665949312', 'display_name': 'Ercilla, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'town': 'Ercilla', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0856696', '-38.0692645', '-72.3635597', '-72.3429849']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
515,-38.03391,-72.38645,,1.09,1.04,2021-12-29,349,T,57,6.1NRT,,7.96,N,MODIS,303.86,287.61,"-38.03391,-72.38645","Ercilla - Chocombe Grande, Chocombre Grande, Ercilla, Provincia de Malleco, Región de la Araucanía, Chile",Ercilla - Chocombe Grande,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Ercilla,,Chocombre Grande,,,,,,,,,,,,,,,Ercilla,9.0,92.0,9204.0,ERCILLA,"{'place_id': 216703539, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 546185877, 'lat': '-38.07910962518785', 'lon': '-72.35470665949312', 'display_name': 'Ercilla, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'town': 'Ercilla', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0856696', '-38.0692645', '-72.3635597', '-72.3429849']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
516,-37.82099,-73.30688,,1.04,1.02,2021-12-29,349,T,48,6.1NRT,,7.97,N,MODIS,302.33,284.51,"-37.82099,-73.30688","Comunidad Luis Antilil, Cañete, Provincia de Arauco, Región del Biobío, Chile",,,Provincia de Arauco,Región del Biobío,Chile,cl,,Cañete,,Comunidad Luis Antilil,,,,,,,,,,,,,,,Cañete,8.0,82.0,8206.0,CAÑETE,"{'place_id': 467347, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 214189917, 'lat': '-37.6933593', 'lon': '-73.3536972', 'display_name': 'Caramávida, Cañete, Provincia de Arauco, Región del Biobío, Chile', 'address': {'hamlet': 'Caramávida', 'town': 'Cañete', 'county': 'Provincia de Arauco', 'state': 'Región del Biobío', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7133593', '-37.6733593', '-73.3736972', '-73.3336972']}",,,REGIÓN DEL BIOBÍO,ARAUCO
517,-37.82099,-73.30688,,1.04,1.02,2021-12-29,349,T,48,6.1NRT,,7.97,N,MODIS,302.33,284.51,"-37.82099,-73.30688","Comunidad Luis Antilil, Cañete, Provincia de Arauco, Región del Biobío, Chile",,,Provincia de Arauco,Región del Biobío,Chile,cl,,Cañete,,Comunidad Luis Antilil,,,,,,,,,,,,,,,Cañete,8.0,82.0,8203.0,CAÑETE,"{'place_id': 282574746, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1656043, 'lat': '-37.8004074', 'lon': '-73.3990802', 'display_name': 'Cañete, Provincia de Arauco, Región del Biobío, 4390000, Chile', 'address': {'town': 'Cañete', 'county': 'Provincia de Arauco', 'state': 'Región del Biobío', 'postcode': '4390000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.1303283', '-37.6919794', '-73.5454416', '-73.015337']}",,,REGIÓN DEL BIOBÍO,ARAUCO
518,-37.64877,-73.44731,,1.03,1.02,2021-12-29,349,T,72,6.1NRT,,11.44,N,MODIS,307.73,283.12,"-37.64877,-73.44731","Cruce Ruta 160 (Los Álamos) - Sara de Lebu - Pangue, Trihueco, Los Álamos, Provincia de Arauco, Región del Biobío, 4380000, Chile",Cruce Ruta 160 (Los Álamos) - Sara de Lebu - Pangue,,Provincia de Arauco,Región del Biobío,Chile,cl,,Los Álamos,,Trihueco,4380000,,,,,,,,,,,,,,Los Álamos,8.0,82.0,8206.0,,,,,REGIÓN DEL BIOBÍO,ARAUCO
519,-34.49617,-71.31858000000003,,1.37,1.16,2021-12-29,349,T,74,6.1NRT,,16.14,N,MODIS,308.31,287.63,"-34.49617,-71.31858000000003","Talhuén, Palmilla, Provincia de Colchagua, Región del Libertador General Bernardo O'Higgins, Chile",,Palmilla,Provincia de Colchagua,Región del Libertador General Bernardo O'Higgins,Chile,cl,,,,,,,,,,,,Talhuén,,,,,,,Palmilla,6.0,63.0,6306.0,PALMILLA,"{'place_id': 108546193, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 28597921, 'lat': '-34.53043761438032', 'lon': '-71.3544578405251', 'display_name': ""Crucero - Valle Hermoso, El Crucero, Valle Hermoso, Palmilla, Provincia de Colchagua, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'road': 'Crucero - Valle Hermoso', 'hamlet': 'El Crucero', 'village': 'Valle Hermoso', 'city': 'Palmilla', 'county': 'Provincia de Colchagua', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.5349066', '-34.5287445', '-71.3626757', '-71.3328357']}",,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA
520,-34.10902,-70.45971999999998,,1.55,1.23,2021-12-29,349,T,89,6.1NRT,,27.66,N,MODIS,314.1,288.86,"-34.10902,-70.45971999999998","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}",,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL
521,-34.10466,-70.45005,,1.6,1.25,2021-12-29,533,A,88,6.1NRT,,29.94,N,MODIS,313.75,288.13,"-34.104659999999996,-70.45005","Fundicion de Caletones, Tramo 3, Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",Tramo 3,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,Fundicion de Caletones,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}",,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL
522,-38.02589,-72.36486,,1.7,1.28,2021-12-29,533,A,11,6.1NRT,,12.45,N,MODIS,300.28,287.21,"-38.025890000000004,-72.36486","Curaco, Collipulli, Provincia de Malleco, Región de la Araucanía, Chile",,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Collipulli,,Curaco,,,,,,,,,,,,,,,Collipulli,9.0,92.0,9202.0,COLLIPULLI,"{'place_id': 64263393, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5885492557, 'lat': '-38.0184464', 'lon': '-72.1074236', 'display_name': 'La Suerte, Collipulli, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'hamlet': 'La Suerte', 'town': 'Collipulli', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0384464', '-37.9984464', '-72.1274236', '-72.0874236']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
523,-38.36101,-73.2198,,1.87,1.34,2021-12-29,533,A,53,6.1NRT,,19.01,N,MODIS,302.99,284.89,"-38.36101,-73.2198","Lumaco, Provincia de Malleco, Región de la Araucanía, Chile",,Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
524,-38.37473,-73.15484000000002,,1.85,1.33,2021-12-29,533,A,73,6.1NRT,,25.76,N,MODIS,308.09,285.35,"-38.37473,-73.15484000000002","Lumaco, Provincia de Malleco, Región de la Araucanía, Chile",,Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
525,-38.40034,-73.21384,,1.86,1.33,2021-12-29,533,A,22,6.1NRT,,14.22,N,MODIS,300.21,285.56,"-38.40034,-73.21384","Carahue, Provincia de Cautín, Región de la Araucanía, Chile",,,Provincia de Cautín,Región de la Araucanía,Chile,cl,,Carahue,,,,,,,,,,,,,,,,,Carahue,9.0,91.0,9102.0,CARAHUE,"{'place_id': 277129852, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 954548213, 'lat': '-38.6111762', 'lon': '-73.2689863', 'display_name': 'Carahue, Provincia de Cautín, Región de la Araucanía, Chile', 'address': {'town': 'Carahue', 'county': 'Provincia de Cautín', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.6193895', '-38.6081895', '-73.2811153', '-73.2633537']}",,,REGIÓN DE LA ARAUCANÍA,CAUTÍN
526,-38.41861,-73.12603,,1.84,1.33,2021-12-29,533,A,100,6.1NRT,,65.42,N,MODIS,326.32,287.24,"-38.41861,-73.12603","Lumaco, Provincia de Malleco, Región de la Araucanía, Chile",,Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
527,-38.42316,-73.10413,,1.83,1.33,2021-12-29,533,A,85,6.1NRT,,33.25,N,MODIS,312.41,286.46,"-38.423159999999996,-73.10413","Campo Grande - Casa de Lata, Lumaco, Provincia de Malleco, Región de la Araucanía, Chile",Campo Grande - Casa de Lata,Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
528,-38.40711,-73.20051,,1.86,1.33,2021-12-29,533,A,67,6.1NRT,,21.39,N,MODIS,306.19,286.45,"-38.407109999999996,-73.20051","Carahue, Provincia de Cautín, Región de la Araucanía, Chile",,,Provincia de Cautín,Región de la Araucanía,Chile,cl,,Carahue,,,,,,,,,,,,,,,,,Carahue,9.0,91.0,9102.0,CARAHUE,"{'place_id': 277129852, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 954548213, 'lat': '-38.6111762', 'lon': '-73.2689863', 'display_name': 'Carahue, Provincia de Cautín, Región de la Araucanía, Chile', 'address': {'town': 'Carahue', 'county': 'Provincia de Cautín', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.6193895', '-38.6081895', '-73.2811153', '-73.2633537']}",,,REGIÓN DE LA ARAUCANÍA,CAUTÍN
529,-38.42118,-73.1349,,1.84,1.33,2021-12-29,533,A,55,6.1NRT,,18.03,N,MODIS,303.37,285.31,"-38.42118,-73.1349","Lumaco, Provincia de Malleco, Región de la Araucanía, Chile",,Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
530,-38.42599000000001,-73.11239,,1.83,1.33,2021-12-29,533,A,88,6.1NRT,,35.58,N,MODIS,313.8,287.0,"-38.42599000000001,-73.11239","Campo Grande - Casa de Lata, Lumaco, Provincia de Malleco, Región de la Araucanía, Chile",Campo Grande - Casa de Lata,Lumaco,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Lumaco,9.0,92.0,9207.0,LUMACO,"{'place_id': 282604752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1742570, 'lat': '-38.2752758', 'lon': '-73.05011013562796', 'display_name': 'Lumaco, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'city': 'Lumaco', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.4801668', '-38.0703677', '-73.3410846', '-72.7874074']}",,,REGIÓN DE LA ARAUCANÍA,MALLECO
531,-32.75731,-71.47443,,1.28,1.12,2021-12-30,614,A,59,6.1NRT,,12.91,N,MODIS,304.21,284.87,"-32.75731,-71.47443","Cruce Ruta 5 (Quinquimo) - Papudo - Cruce Ruta 64 (Reñaca Alto), Loncura Bajo, Quintero, Provincia de Valparaíso, Región de Valparaíso, 840000, Chile",Cruce Ruta 5 (Quinquimo) - Papudo - Cruce Ruta 64 (Reñaca Alto),,Provincia de Valparaíso,Región de Valparaíso,Chile,cl,,Quintero,,Loncura Bajo,840000,,,,,,,,,,,,,,Quintero,5.0,51.0,5107.0,QUINTERO,"{'place_id': 273331935, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 923310522, 'lat': '-32.8456814', 'lon': '-71.4758974', 'display_name': 'Quintero, Provincia de Valparaíso, Región de Valparaíso, Chile', 'address': {'town': 'Quintero', 'county': 'Provincia de Valparaíso', 'state': 'Región de Valparaíso', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-32.8463539', '-32.8456814', '-71.4770607', '-71.4758974']}",,,REGIÓN DE VALPARAÍSO,VALPARAÍSO
532,-34.10182,-70.45170999999998,,1.51,1.21,2021-12-30,616,A,72,6.1NRT,,20.38,N,MODIS,307.51,285.11,"-34.101820000000004,-70.45170999999998","Fundicion de Caletones, Tramo 3, Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",Tramo 3,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,Fundicion de Caletones,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}",,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL
